bin,brand,type,level,bank,country
374922,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374923,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374924,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374925,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374926,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374927,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374928,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374929,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374930,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374931,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374932,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374933,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374934,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374935,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374936,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374937,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374938,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374939,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374940,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374941,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374942,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374943,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374944,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374945,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374946,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374947,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374948,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374949,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374950,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374951,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374952,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374953,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374954,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374955,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374956,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374957,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374958,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374959,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374960,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374961,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374962,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374963,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374964,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374965,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374966,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374967,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374968,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374969,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374970,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374971,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374972,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374973,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374974,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374975,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374976,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374977,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374978,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374979,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374980,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374981,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374982,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374983,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374984,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374985,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374986,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374987,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374988,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374989,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX FRANCE GLOBESTAR CHARGE,FRANCE
374990,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374991,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374992,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374993,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374994,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374995,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374996,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374997,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374998,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
374999,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS CARTE FRANCE,FRANCE
375000,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375001,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375002,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375003,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375004,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375005,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375006,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375007,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375008,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375009,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375010,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375011,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375012,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375013,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375014,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375015,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375016,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375017,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375018,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375019,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375020,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375021,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375022,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375023,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375024,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375025,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375026,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375027,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375028,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375029,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375030,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375031,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375032,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375033,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375034,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375035,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375036,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375037,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375038,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375039,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375040,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375041,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375042,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375043,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375044,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375045,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375046,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375047,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375048,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375049,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375050,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375051,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375052,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375053,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375054,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375055,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375056,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375057,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375058,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375059,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375060,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375061,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375062,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375063,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375064,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375065,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375066,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375067,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375068,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375069,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375070,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375071,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375072,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375073,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375074,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375075,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375076,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375077,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375078,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375079,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375080,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375081,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375082,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375083,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375084,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375085,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375086,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375087,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375088,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375089,AMERICAN EXPRESS,CREDIT,PERSONAL,AMEX GERMANY GLOBESTAR CHARGE,GERMANY
375090,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375091,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375092,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375093,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375094,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375095,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375096,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375097,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375098,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375099,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS GERMANY GSTAR CORP,GERMANY
375100,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375101,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375102,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375103,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375104,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375105,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375106,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375107,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375108,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375109,AMERICAN EXPRESS,CREDIT,CORPORATE,AEESA AMEX SERVICES EUROPE LTD-FINLAND,FINLAND
375110,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375111,AMERICAN EXPRESS,CREDIT,,UBS,UNITED STATES
375112,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375113,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375114,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375115,AMERICAN EXPRESS,CREDIT,PERSONAL,ALPHACARD SCRL - BELGIUM GSTAR CONSUMER,BELGIUM
375116,AMERICAN EXPRESS,CREDIT,PERSONAL,ALPHACARD SCRL - BELGIUM GSTAR CONSUMER,BELGIUM
375117,AMERICAN EXPRESS,DEBIT,,JSC RUSSIAN STANDARD BANK,RUSSIAN FEDERATION
375118,AMERICAN EXPRESS,CREDIT,PERSONAL GREEN REVOLVE,JSC RUSSIAN STANDARD BANK,RUSSIAN FEDERATION
375119,AMERICAN EXPRESS,CREDIT,PERSONAL,INTERNATIONAL BANK OF AZERBAIJAN,AZERBAIJAN
375120,AMERICAN EXPRESS,CREDIT,PERSONAL GREEN CHARGE,AEB LLC,RUSSIAN FEDERATION
375121,AMERICAN EXPRESS,CREDIT,PERSONAL,JSC BANK OF GEORGIA,GEORGIA
375122,AMERICAN EXPRESS,CREDIT,PERSONAL GREEN CHARGE,SBERBANK OF RUSSIA,RUSSIAN FEDERATION
375123,AMERICAN EXPRESS,CREDIT,PERSONAL GREEN CHARGE,SBERBANK OF RUSSIA,RUSSIAN FEDERATION
375124,AMERICAN EXPRESS,CREDIT,PERSONAL GREEN CHARGE,SBERBANK OF RUSSIA,RUSSIAN FEDERATION
375125,AMERICAN EXPRESS,CREDIT,PERSONAL,ACBA-CREDIT AGRICOLE BANK CJSC,ARMENIA
375126,AMERICAN EXPRESS,CREDIT,PERSONAL,ACBA-CREDIT AGRICOLE BANK CJSC,ARMENIA
375127,AMERICAN EXPRESS,CREDIT,PERSONAL,ACBA-CREDIT AGRICOLE BANK CJSC,ARMENIA
375128,AMERICAN EXPRESS,CREDIT,PERSONAL BLUE REVOLVE,RAPTOR,UNITED STATES
375129,AMERICAN EXPRESS,CREDIT,PERSONAL PLATINUM CHARGE,"SAMSUNG CARD CO., LTD.","KOREA, REPUBLIC OF"
375130,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375131,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375132,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375133,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375134,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375135,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375136,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375137,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375138,AMERICAN EXPRESS,CREDIT,PERSONAL,BANCO BRADESCO,BRAZIL
375139,AMERICAN EXPRESS,CREDIT,,BANCO MULTIPLO,BRAZIL
375140,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375141,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375142,AMERICAN EXPRESS,DEBIT,PERSONAL BLUE REVOLVE,"SHENZHEN TENPAY SCIENCE AND TECH CO., LTD.",CHINA
375143,AMERICAN EXPRESS,CREDIT,CORPORATE,AMERICAN EXPRESS UK GSTAR CORP,UNITED KINGDOM
375144,AMERICAN EXPRESS,CREDIT,PERSONAL,KB KOOKMIN CARD,"KOREA, REPUBLIC OF"
375145,AMERICAN EXPRESS,CREDIT,PERSONAL,KB KOOKMIN CARD,"KOREA, REPUBLIC OF"
375146,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375147,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375148,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375149,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375150,AMERICAN EXPRESS,DEBIT,PREPAID RELOADABLE,TRS GLOBAL PREPAID SERVE PLATFORM,UNITED STATES
375151,AMERICAN EXPRESS,DEBIT,PREPAID ANONYMOUS,TRS GLOBAL PREPAID SERVE PLATFORM,UNITED STATES
375152,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375153,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375154,AMERICAN EXPRESS,DEBIT,PERSONAL,,ALBANIA
375155,AMERICAN EXPRESS,CREDIT,PERSONAL,SILK ROAD BANK A D SKOPJE,"MACEDONIA, THE FORMER YUGOSLAV REPUBLIC OF"
375156,AMERICAN EXPRESS,CREDIT,PERSONAL,EQUITY BANK,KENYA
375157,AMERICAN EXPRESS,CREDIT,PERSONAL GOLD CHARGE,CREDIT MUTUEL CMCIC,FRANCE
375158,AMERICAN EXPRESS,CREDIT,PERSONAL,CROSS RIVER BANK - DESERVE,UNITED STATES
375159,AMERICAN EXPRESS,CREDIT,PERSONAL PLATINUM REVOLVE,,PHILIPPINES
375160,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375161,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375162,AMERICAN EXPRESS,DEBIT,PREPAID ANONYMOUS,MAYBANK,MALAYSIA
375163,AMERICAN EXPRESS,DEBIT,PREPAID ANONYMOUS,AXP PREPAID MANAGEMENT COMPANY,UNITED STATES
375164,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375165,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
375166,AMERICAN EXPRESS,CREDIT,,AMERICAN EXPRESS,FINLAND
